"Year","Yearly_Ranking","Title","Studio","Total_Gross","Number_of_Theaters","Opening_Gross","Number_of_Opening_Theaters","Open_Date","End_Date","Running.time","Genre","Rating","Open_Month","End_Month","Playing_day","Running.length","Gross_level","Ranking"
"2014","6","The Hobbit: The Battle of the Five Armies","WB",255119788,3875,54724334,3875,"12/17","4/2",144,"Fantasy","PG-13","Dec",4,106,"long","2","1"
"2014","7","Transformers: Age of Extinction","Par.",245439076,4233,100038390,4233,"6/27","10/9",165,"Sci-Fi Action","PG-13","Jun",10,104,"long","2","1"
"2014","8","Maleficent","BV",241410378,3948,69431298,3948,"5/30","12/4",97,"Fantasy","PG","May",12,188,"medium","2","1"
"2014","9","X-Men: Days of Future Past","Fox",233921534,4001,90823660,3996,"5/23","10/9",131,"Action / Adventure","PG-13","May",10,139,"long","2","1"
"2014","10","Big Hero 6","BV",222527828,3773,56215889,3761,"11/7","5/28",108,"Animation","PG","Nov",5,202,"medium","2","1"
"2014","11","Dawn of the Planet of the Apes","Fox",208545589,3969,72611427,3967,"7/11","12/4",130,"Sci-Fi Action","PG-13","Jul",12,146,"long","2","2"
"2014","12","The Amazing Spider-Man 2","Sony",202853933,4324,91608337,4324,"5/2","8/17",142,"Action / Adventure","PG-13","May",8,107,"long","2","2"
"2014","13","Godzilla (2014)","WB",200676069,3952,93188384,3952,"5/16","8/28",123,"Sci-Fi Action","PG-13","May",8,104,"long","2","2"
"2014","14","22 Jump Street","Sony",191719337,3426,57071445,3306,"6/13","11/26",112,"Action Comedy","R","Jun",11,166,"medium","1","2"
"2014","15","Teenage Mutant Ninja Turtles (2014)","Par.",191204754,3980,65575105,3845,"8/8","11/20",101,"Action / Adventure","PG-13","Aug",11,104,"medium","1","2"
"2014","16","Interstellar","Par.",188020017,3561,47510360,3561,"11/5","3/19",169,"Sci-Fi Adventure","PG-13","Nov",3,134,"long","1","2"
"2014","17","How to Train Your Dragon 2","Fox",177002924,4268,49451322,4253,"6/13","12/11",105,"Animation","PG","Jun",12,181,"medium","1","2"
"2014","18","Gone Girl","Fox",167767189,3284,37513109,3014,"10/3","2/26",145,"Thriller","R","Oct",2,146,"long","1","2"
"2014","19","Divergent","LG/S",150947895,3936,54607747,3936,"3/21","7/10",143,"Action / Adventure","PG-13","Mar",7,111,"long","1","2"
"2014","20","Neighbors","Uni.",150157400,3311,49033915,3279,"5/9","8/21",96,"Comedy","R","May",8,104,"medium","1","2"
"2014","21","Ride Along","Uni.",134938200,2867,41516170,2663,"1/17","4/17",100,"Comedy","PG-13","Jan",4,90,"medium","1","3"
"2014","22","Rio 2","Fox",131538435,3975,39327869,3948,"4/11","9/4",101,"Animation","G","Apr",9,146,"medium","1","3"
"2014","23","Into the Woods","BV",128002372,2833,31051923,2440,"12/25","4/16",124,"Musical","PG","Dec",4,112,"long","1","3"
"2014","24","Lucy","Uni.",126663600,3202,43899340,3173,"7/25","11/6",90,"Sci-Fi Action","R","Jul",11,104,"medium","1","3"
"2014","25","The Fault in our Stars","Fox",124872350,3340,48002523,3173,"6/6","10/9",125,"Drama","PG-13","Jun",10,125,"long","1","3"
"2014","26","Unbroken","Uni.",115637895,3301,30621445,3131,"12/25","3/12",137,"War Drama","PG-13","Dec",3,77,"long","1","3"
"2014","27","Night at the Museum: Secret of the Tomb","Fox",113746621,3914,17100520,3785,"12/19","7/9",97,"Family Adventure","PG","Dec",7,202,"medium","1","3"
"2014","28","Mr. Peabody & Sherman","Fox",111506430,3951,32207057,3934,"3/7","9/4",90,"Animation","PG","Mar",9,181,"medium","1","3"
"2014","29","300: Rise of An Empire","WB",106580051,3490,45038460,3470,"3/7","5/29",102,"Period Action","R","Mar",5,83,"medium","1","3"
"2014","30","The Maze Runner","Fox",102427862,3638,32512804,3604,"9/19","2/5",113,"Sci-Fi Thriller","PG-13","Sep",2,139,"medium","1","3"
"2014","31","The Equalizer","Sony",101530738,3236,34137828,3236,"9/26","1/11",128,"Thriller","R","Sep",1,107,"long","1","4"
"2014","32","Noah","Par.",101200044,3571,43720472,3567,"3/28","6/19",138,"Drama","PG-13","Mar",6,83,"long","1","4"
"2014","33","Edge of Tomorrow","WB",100206256,3505,28760246,3490,"6/6","9/11",113,"Sci-Fi Action","PG-13","Jun",9,97,"medium","1","4"
"2014","34","Non-Stop","Uni.",92168600,3183,28875635,3090,"2/28","5/29",110,"Thriller","PG-13","Feb",5,90,"medium","0","4"
"2014","35","Heaven is for Real","TriS",91443253,3048,22522221,2417,"4/16","8/10",100,"Drama","PG","Apr",8,116,"medium","0","4"
"2014","36","The Imitation Game","Wein.",91125683,2402,479352,4,"11/28","5/14",114,"Drama","PG-13","Nov",5,167,"medium","0","4"
"2014","37","Dumb and Dumber To","Uni.",86208010,3188,36111775,3154,"11/14","2/12",110,"Comedy","PG-13","Nov",2,90,"medium","0","4"
"2014","38","Annie (2014)","Sony",85911262,3197,15861939,3116,"12/19","3/15",118,"Musical","PG","Dec",3,86,"medium","0","4"
"2014","39","Fury (2014)","Sony",85817906,3313,23702421,3173,"10/17","1/19",134,"War","R","Oct",1,94,"long","0","4"
"2014","40","Tammy","WB",84525432,3465,21577049,3465,"7/2","10/16",96,"Comedy","R","Jul",10,106,"medium","0","4"
"2014","41","Annabelle","WB",84273813,3215,37134255,3185,"10/3","12/18",95,"Horror","R","Oct",12,76,"medium","0","5"
"2014","42","The Other Woman (2014)","Fox",83911193,3306,24763752,3205,"4/25","8/14",109,"Comedy","PG-13","Apr",8,111,"medium","0","5"
"2014","43","Penguins of Madagascar","Fox",83350911,3775,25447444,3764,"11/26","5/7",92,"Animation","PG","Nov",5,162,"medium","0","5"
"2014","44","Let's Be Cops","Fox",82390774,3140,17813722,3094,"8/13","12/11",104,"Action Comedy","R","Aug",12,120,"medium","0","5"
"2014","45","The Monuments Men","Sony",78031620,3083,22003433,3083,"2/7","5/18",110,"Action Drama","PG-13","Feb",5,100,"medium","0","5"
"2014","46","Hercules (2014)","Par.",72688614,3595,29800263,3595,"7/25","10/16",98,"Action / Adventure","PG-13","Jul",10,83,"medium","0","5"
"2014","47","The Purge: Anarchy","Uni.",71962800,2856,29816675,2805,"7/18","9/18",103,"Thriller","R","Jul",9,62,"medium","0","5"
"2014","48","Alexander and the Terrible, Horrible, No Good, Very Bad Day","BV",66954149,3117,18360230,3088,"10/10","2/26",81,"Family","PG","Oct",2,139,"short","0","5"
"2014","49","Think Like a Man Too","SGem",65182182,2225,29241911,2225,"6/20","8/17",106,"Comedy","PG-13","Jun",8,58,"medium","0","5"
"2014","50","Exodus: Gods and Kings","Fox",65014513,3503,24115934,3503,"12/12","2/26",150,"Drama","PG-13","Dec",2,76,"long","0","5"
"2014","51","The Nut Job","ORF",64251541,3472,19423000,3427,"1/17","5/8",86,"Animation","PG","Jan",5,111,"short","0","6"
"2014","52","God's Not Dead","Free",60755732,1860,9217013,780,"3/21","8/7",113,"Drama","PG","Mar",8,139,"medium","0","6"
"2014","53","Son of God","Fox",59700064,3271,25601865,3260,"2/28","6/5",138,"Drama","PG-13","Feb",6,97,"long","0","6"
"2014","54","The Grand Budapest Hotel","FoxS",59301324,1467,811166,4,"3/7","2/26",100,"Comedy","R","Mar",2,356,"medium","0","6"
"2014","55","Planes: Fire & Rescue","BV",59165787,3839,17509407,3826,"7/18","11/13",83,"Animation","PG","Jul",11,118,"short","0","6"
"2014","56","RoboCop (2014)","Sony",58607007,3372,21681430,3372,"2/12","5/18",108,"Sci-Fi Action","PG-13","Feb",5,95,"medium","0","6"
"2014","57","Dracula Untold","Uni.",56280355,2900,23514615,2885,"10/10","11/27",92,"Action Horror","PG-13","Oct",11,48,"medium","0","6"
"2014","58","Horrible Bosses 2","WB",54445357,3400,15457418,3375,"11/26","2/19",108,"Comedy","R","Nov",2,85,"medium","0","6"
"2014","59","The Hundred-Foot Journey","BV",54240821,2167,10979290,2023,"8/8","12/4",122,"Drama","PG","Aug",12,118,"long","0","6"
"2014","60","No Good Deed (2014)","SGem",52543632,2175,24250283,2175,"9/12","11/2",84,"Thriller","PG-13","Sep",11,51,"short","0","6"
"2014","61","Selma","Par.",52076908,2235,571450,19,"12/25","4/16",127,"Drama","PG-13","Dec",4,112,"long","0","7"
"2014","62","Muppets Most Wanted","BV",51183113,3194,17005126,3194,"3/21","7/17",112,"Family Comedy","PG","Mar",7,118,"medium","0","7"
"2014","63","Ouija","Uni.",50856010,2899,19875995,2858,"10/24","12/18",89,"Horror","PG-13","Oct",12,55,"short","0","7"
"2014","64","The Boxtrolls","Focus",50837305,3464,17275239,3464,"9/26","2/5",97,"Animation","PG","Sep",2,132,"medium","0","7"
"2014","65","Jack Ryan: Shadow Recruit","Par.",50577412,3387,15451981,3387,"1/17","4/3",100,"Action Thriller","PG-13","Jan",4,76,"medium","0","7"
"2014","66","If I Stay","WB",50474843,3157,15679190,2907,"8/22","11/6",106,"Drama","PG-13","Aug",11,76,"medium","0","7"
"2014","67","The Book of Life (2014)","Fox",50151543,3113,17005218,3071,"10/17","2/26",95,"Animation","PG","Oct",2,132,"medium","0","7"
"2014","68","About Last Night (2014)","SGem",48637684,2253,25649011,2253,"2/14","4/27",100,"Romantic Comedy","R","Feb",4,72,"medium","0","7"
"2014","69","Into The Storm","WB",47602194,3434,17346427,3434,"8/8","11/20",89,"Thriller","PG-13","Aug",11,104,"short","0","7"
"2014","70","The Judge","WB",47119388,3003,13116226,3003,"10/10","1/15",141,"Drama","R","Oct",1,97,"long","0","7"
"2014","71","Jersey Boys","WB",47047013,2905,13319371,2905,"6/20","9/25",134,"Musical","R","Jun",9,97,"long","0","8"
"2014","72","Blended","WB",46294610,3555,14284031,3555,"5/23","8/28",117,"Romantic Comedy","PG-13","May",8,97,"medium","0","8"
"2014","73","The Giver","Wein.",45090374,3003,12305016,3003,"8/15","12/11",91,"Fantasy Drama","PG-13","Aug",12,118,"medium","0","8"
"2014","74","St. Vincent","Wein.",44137712,2552,109878,4,"10/10","3/5",103,"Comedy","PG-13","Oct",3,146,"medium","0","8"
"2014","75","Need for Speed","BV",43577636,3115,17844939,3115,"3/14","6/19",130,"Action","PG-13","Mar",6,97,"long","0","8"
"2014","76","A Million Ways to Die in the West","Uni.",43139300,3160,16797385,3158,"5/30","7/17",116,"Western Comedy","R","May",7,48,"medium","0","8"
"2014","77","John Wick","LG/S",43037835,2589,14415922,2589,"10/24","1/22",96,"Action","R","Oct",1,90,"medium","0","8"
"2014","78","Birdman","FoxS",42340598,1213,424397,4,"10/17","4/16",119,"Comedy / Drama","R","Oct",4,181,"medium","0","8"
"2014","79","Dolphin Tale 2","WB",42024533,3656,15873397,3656,"9/12","12/18",107,"Family","PG","Sep",12,97,"medium","0","8"
"2014","80","The Expendables 3","LGF",39322544,3221,15879645,3221,"8/15","10/16",103,"Action","PG-13","Aug",10,62,"medium","0","8"
"2014","81","Earth to Echo","Rela.",38934842,3230,8364658,3230,"7/2","10/30",91,"Adventure","PG","Jul",10,120,"medium","0","9"
"2014","82","Sex Tape","Sony",38543473,3062,14608152,3062,"7/18","9/21",94,"Comedy","R","Jul",9,65,"medium","0","9"
"2014","83","Wild (2014)","FoxS",37880356,1361,606810,21,"12/3","5/7",115,"Drama","R","Dec",5,155,"medium","0","9"
"2014","84","Million Dollar Arm","BV",36457627,3019,10515659,3019,"5/16","8/21",124,"Sports Drama","PG","May",8,97,"long","0","9"
"2014","85","The Theory of Everything","Focus",35893537,1220,208763,5,"11/7","4/16",123,"Drama","PG-13","Nov",4,160,"long","0","9"
"2014","86","This is Where I Leave You","WB",34296320,2868,11558149,2868,"9/19","12/4",103,"Comedy","R","Sep",12,76,"medium","0","9"
"2014","87","The Gambler","Par.",33680992,2494,9129999,2478,"12/25","2/19",111,"Crime Drama","R","Dec",2,56,"medium","0","9"
"2014","88","Paranormal Activity: The Marked Ones","Par.",32462372,2883,18343611,2867,"1/3","2/20",84,"Horror","R","Jan",2,48,"short","0","9"
"2014","89","Nightcrawler","ORF",32381217,2766,10441000,2766,"10/31","2/5",117,"Crime Drama","R","Oct",2,97,"medium","0","9"
"2014","90","Chef","ORF",31424003,1298,204961,6,"5/9","9/11",115,"Comedy","R","May",9,125,"medium","0","9"
"2014","91","Get On Up","Uni.",30703100,2469,13585915,2468,"8/1","9/18",138,"Music Drama","PG-13","Aug",9,48,"long","0","10"
"2014","92","3 Days to Kill","Rela.",30697999,2872,12242218,2872,"2/21","5/15",117,"Action Thriller","PG-13","Feb",5,83,"medium","0","10"
"2014","93","Deliver Us From Evil","SGem",30577122,3049,9740471,3049,"7/2","8/10",118,"Horror","R","Jul",8,39,"medium","0","10"
"2014","94","When the Game Stands Tall","TriS",30127963,2766,8381509,2673,"8/22","11/2",115,"Sports Drama","PG","Aug",11,72,"medium","0","10"
"2014","95","Draft Day","LG/S",28842237,2781,9783603,2781,"4/11","6/19",110,"Sports Drama","PG-13","Apr",6,69,"medium","0","10"
"2014","96","Oculus","Rela.",27695246,2648,12005402,2648,"4/11","6/26",105,"Horror","R","Apr",6,76,"medium","0","10"
"2014","97","The Best of Me","Rela.",26766213,2936,10003827,2936,"10/17","1/15",117,"Romance","PG-13","Oct",1,90,"medium","0","10"
"2014","98","A Walk Among the Tombstones","Uni.",26307600,2714,12758780,2712,"9/19","10/23",114,"Drama","R","Sep",10,34,"medium","0","10"
"2014","99","That Awkward Moment","Focus",26068955,2809,8742109,2809,"1/31","4/3",94,"Romantic Comedy","R","Jan",4,62,"medium","0","10"
"2014","100","Boyhood","IFC",25352281,775,387618,5,"7/11","3/22",166,"Drama","R","Jul",3,254,"long","0","10"
"2015","1","Star Wars: The Force Awakens","BV",936662225,4134,247966675,4134,"12/18","6/2",136,"Sci-Fi Fantasy","PG-13","Dec",6,167,"long","9","1"
"2015","2","Jurassic World","Uni.",652270625,4291,208806270,4274,"6/12","11/19",124,"Action / Adventure","PG-13","Jun",11,160,"long","6","1"
"2015","3","Avengers: Age of Ultron","BV",459005868,4276,191271109,4276,"5/1","10/8",141,"Action / Adventure","PG-13","May",10,160,"long","4","1"
"2015","4","Inside Out","BV",356461711,4158,90440272,3946,"6/19","12/10",94,"Animation","PG","Jun",12,174,"medium","3","1"
"2015","5","Furious 7","Uni.",353007020,4022,147187040,4004,"4/3","7/24",137,"Action","PG-13","Apr",7,112,"long","3","1"
"2015","6","Minions","Uni.",336045770,4311,115718405,4301,"7/10","12/17",91,"Animation","PG","Jul",12,160,"medium","3","1"
"2015","7","The Hunger Games: Mockingjay - Part 2","LGF",281723902,4175,102665981,4175,"11/20","2/25",137,"Action / Adventure","PG-13","Nov",2,97,"long","2","1"
"2015","8","The Martian","Fox",228433663,3854,54308575,3831,"10/2","3/17",141,"Sci-Fi","PG-13","Oct",3,167,"long","2","1"
"2015","9","Cinderella (2015)","BV",201151353,3848,67877361,3845,"3/13","9/17",112,"Fantasy","PG","Mar",9,188,"medium","2","1"
"2015","10","Spectre","Sony",200074609,3929,70403148,3929,"11/6","4/7",148,"Action","PG-13","Nov",4,153,"long","2","1"
"2015","11","Mission: Impossible - Rogue Nation","Par.",195042377,3988,55520089,3956,"7/31","10/29",130,"Action","PG-13","Jul",10,90,"long","1","2"
"2015","12","Pitch Perfect 2","Uni.",184296230,3660,69216890,3473,"5/15","7/30",115,"Comedy","PG-13","May",7,76,"medium","1","2"
"2015","13","The Revenant","Fox",183637894,3711,474560,4,"12/25","5/26",151,"Action / Adventure","R","Dec",5,153,"long","1","2"
"2015","14","Ant-Man","BV",180202163,3868,57225526,3856,"7/17","12/17",117,"Action / Adventure","PG-13","Jul",12,153,"medium","1","2"
"2015","15","Home (2015)","Fox",177397510,3801,52107731,3708,"3/27","9/10",94,"Animation","PG","Mar",9,167,"medium","1","2"
"2015","16","Hotel Transylvania 2","Sony",169700110,3768,48464322,3754,"9/25","3/3",89,"Animation","PG","Sep",3,160,"short","1","2"
"2015","17","Fifty Shades of Grey","Uni.",166167230,3655,85171450,3646,"2/13","5/7",125,"Romance","R","Feb",5,83,"long","1","2"
"2015","18","The SpongeBob Movie: Sponge Out of Water","Par.",162994032,3680,55365012,3641,"2/6","5/28",93,"Animation","PG","Feb",5,111,"medium","1","2"
"2015","19","Straight Outta Compton","Uni.",161197785,3142,60200180,2757,"8/14","10/22",147,"Drama","R","Aug",10,69,"long","1","2"
"2015","20","San Andreas","WB",155190832,3812,54588173,3777,"5/29","10/15",114,"Action","PG-13","May",10,139,"medium","1","2"
"2015","21","Mad Max: Fury Road","WB",153636354,3722,45428128,3702,"5/15","9/24",120,"Sci-Fi Action","R","May",9,132,"long","1","3"
"2015","22","Daddy's Home","Par.",150357137,3483,38740203,3271,"12/25","4/7",96,"Comedy","PG-13","Dec",4,104,"medium","1","3"
"2015","23","The Divergent Series: Insurgent","LG/S",130179072,3875,52263680,3875,"3/20","7/9",119,"Action / Adventure","PG-13","Mar",7,111,"medium","1","3"
"2015","24","The Peanuts Movie","Fox",130178411,3902,44213073,3897,"11/6","3/31",93,"Animation","G","Nov",3,146,"medium","1","3"
"2015","25","Kingsman: The Secret Service","Fox",128261724,3282,36206331,3204,"2/13","7/9",129,"Action / Adventure","R","Feb",7,146,"long","1","3"
"2015","26","The Good Dinosaur","BV",123087120,3749,39155217,3749,"11/25","4/7",100,"Animation","PG","Nov",4,134,"medium","1","3"
"2015","27","Spy","Fox",110825712,3715,29085719,3711,"6/5","10/8",120,"Comedy","R","Jun",10,125,"long","1","3"
"2015","28","Trainwreck","Uni.",110212700,3171,30097040,3158,"7/17","10/15",125,"Comedy","R","Jul",10,90,"long","1","3"
"2015","29","Creed","WB",109767581,3502,29632823,3404,"11/25","3/3",133,"Drama","PG-13","Nov",3,99,"long","1","3"
"2015","30","Tomorrowland","BV",93436322,3972,33028165,3972,"5/22","9/17",130,"Sci-Fi","PG","May",9,118,"long","0","3"
"2015","31","Get Hard","WB",90411453,3212,33803253,3175,"3/27","7/9",100,"Comedy","R","Mar",7,104,"medium","0","4"
"2015","32","Terminator: Genisys","Par.",89760956,3783,27018486,3758,"7/1","9/17",126,"Action","PG-13","Jul",9,78,"long","0","4"
"2015","33","Taken 3","Fox",89256424,3594,39201657,3594,"1/9","5/14",109,"Action","PG-13","Jan",5,125,"medium","0","4"
"2015","34","Sisters","Uni.",87044645,2978,13922855,2962,"12/18","3/10",118,"Comedy","R","Dec",3,83,"medium","0","4"
